0,1730152625344,84.46040319173005
1,1730152625344,40.557380131046386
2,1730152625344,77.62531580916162
3,1730152625344,27.52037172828974
4,1730152625344,54.14188095654552
5,1730152625344,59.501821408456316
6,1730152625344,90.72811786921964
7,1730152625344,36.673665126051915
8,1730152625344,27.80293514018004
9,1730152625344,78.0280494469505
0,1730156225344,63.156691424159064
1,1730156225344,73.4430964475934
2,1730156225344,76.23717808070583
3,1730156225344,44.43083533806204
4,1730156225344,55.34545864254697
5,1730156225344,65.86802701474952
6,1730156225344,76.26517372378083
7,1730156225344,93.22210507946083
8,1730156225344,27.653257418335464
9,1730156225344,87.83153896549813
0,1730159825344,28.68925492811245
1,1730159825344,78.87360776970606
2,1730159825344,29.61337486826784
3,1730159825344,65.98450143854082
4,1730159825344,62.046970574536346
5,1730159825344,18.522858946470578
6,1730159825344,27.287122585996183
7,1730159825344,70.09301620581317
8,1730159825344,83.95399920832367
9,1730159825344,50.60402363377581
0,1730163425344,83.86615936349237
1,1730163425344,85.57695168356685
2,1730163425344,1.8004471340847372
3,1730163425344,43.18528056638799
4,1730163425344,22.216185164520063
5,1730163425344,65.21989290442535
6,1730163425344,80.33417736877958
7,1730163425344,60.7368877414665
8,1730163425344,27.43189023346957
9,1730163425344,40.888750117974915
0,1730167025344,2.014897564057294
1,1730167025344,34.35795674931521
2,1730167025344,44.66688236161897
3,1730167025344,78.00879405217498
4,1730167025344,7.028934253225527
5,1730167025344,27.677716525545915
6,1730167025344,96.69195462903342
7,1730167025344,37.0020870074307
8,1730167025344,62.237323509464105
9,1730167025344,96.50055213423906
0,1730170625344,22.052706080814353
1,1730170625344,48.4374928567172
2,1730170625344,54.14099971273302
3,1730170625344,45.827291541475454
4,1730170625344,35.21711950224845
5,1730170625344,51.70874284232569
6,1730170625344,29.809556839925598
7,1730170625344,19.42537410964803
8,1730170625344,92.05425754761652
9,1730170625344,40.931761842847216
0,1730174225344,97.0354592559041
1,1730174225344,10.04385126724705
2,1730174225344,78.03139165258385
3,1730174225344,77.9769817541367
4,1730174225344,47.288693799229286
5,1730174225344,18.317146579888366
6,1730174225344,23.626936983356263
7,1730174225344,16.948018712404377
8,1730174225344,79.72886030222267
9,1730174225344,8.213308790504147
